212,"Gabel","word","household",0.19,0.3,0.29,0.42,0.41,0.68,0.65,0.74,0.8,0.81,0.83,0.88,0.95
213,"Kissen","word","household",0.07,0.15,0.15,0.29,0.33,0.51,0.52,0.64,0.66,0.66,0.78,0.87,0.92
214,"Mülleimer","word","household",0.06,0.1,0.1,0.22,0.18,0.41,0.4,0.59,0.6,0.61,0.72,0.79,0.89
215,"Zahnpasta","word","household",0.05,0.06,0.08,0.23,0.23,0.37,0.36,0.56,0.58,0.51,0.68,0.81,0.89
216,"Schublade","word","furniture_rooms",0.02,0,0.04,0.12,0.12,0.21,0.24,0.36,0.36,0.35,0.47,0.6,0.62
217,"Badewanne","word","furniture_rooms",0.04,0.14,0.23,0.31,0.35,0.43,0.51,0.6,0.74,0.65,0.81,0.84,0.91
218,"Bett","word","furniture_rooms",0.27,0.42,0.4,0.55,0.68,0.87,0.81,0.84,0.91,0.88,0.95,0.96,0.98
219,"Küche","word","furniture_rooms",0.13,0.16,0.21,0.31,0.37,0.51,0.52,0.62,0.67,0.67,0.83,0.88,0.88
220,"Bank","word","furniture_rooms",0.04,0.09,0.09,0.17,0.16,0.42,0.37,0.44,0.47,0.52,0.66,0.66,0.7
221,"Stuhl","word","furniture_rooms",0.19,0.39,0.32,0.4,0.55,0.8,0.71,0.78,0.87,0.83,0.89,0.94,0.97
222,"Terasse","word","furniture_rooms",0,0.04,0.03,0.04,0.04,0.08,0.1,0.17,0.25,0.21,0.26,0.34,0.53
223,"Klo/Toilette","word","furniture_rooms",0.09,0.23,0.2,0.23,0.32,0.4,0.46,0.49,0.55,0.56,0.65,0.78,0.89
224,"Kühlschrank","word","furniture_rooms",0.04,0.06,0.05,0.14,0.16,0.26,0.36,0.48,0.54,0.48,0.65,0.85,0.9
225,"Badezimmer","word","furniture_rooms",0.08,0.08,0.08,0.21,0.16,0.32,0.44,0.51,0.59,0.55,0.71,0.82,0.86
226,"Garage","word","furniture_rooms",0.01,0.04,0.1,0.14,0.07,0.23,0.22,0.34,0.37,0.37,0.54,0.6,0.65
227,"Schlafzimmer","word","furniture_rooms",0,0.05,0.05,0.13,0.15,0.17,0.31,0.42,0.48,0.44,0.57,0.73,0.76
228,"Wohnzimmer","word","furniture_rooms",0.02,0.04,0.04,0.1,0.15,0.19,0.31,0.42,0.43,0.43,0.59,0.7,0.73
229,"Herd","word","furniture_rooms",0.01,0.06,0.07,0.12,0.12,0.23,0.31,0.37,0.42,0.46,0.55,0.7,0.67
230,"Tisch","word","furniture_rooms",0.18,0.29,0.34,0.44,0.56,0.72,0.67,0.74,0.82,0.78,0.88,0.92,0.97
231,"Fernseher","word","furniture_rooms",0.02,0.09,0.07,0.22,0.24,0.33,0.37,0.56,0.62,0.6,0.69,0.79,0.87
232,"Waschmaschine","word","furniture_rooms",0.02,0.08,0.05,0.16,0.13,0.21,0.32,0.37,0.48,0.47,0.59,0.72,0.74
233,"Fenster","word","furniture_rooms",0.09,0.09,0.09,0.25,0.25,0.53,0.45,0.56,0.67,0.65,0.74,0.87,0.94
234,"Zimmer","word","furniture_rooms",0.09,0.13,0.11,0.32,0.25,0.42,0.48,0.59,0.66,0.61,0.76,0.81,0.88
235,"Dusche","word","furniture_rooms",0.15,0.18,0.26,0.3,0.39,0.53,0.56,0.6,0.66,0.6,0.77,0.83,0.95
236,"Spüle","word","furniture_rooms",0,0.01,0.03,0.01,0.08,0.13,0.13,0.19,0.24,0.25,0.28,0.37,0.45
237,"Sofa","word","furniture_rooms",0.08,0.09,0.14,0.26,0.27,0.46,0.46,0.56,0.7,0.63,0.75,0.84,0.85
238,"Treppe","word","furniture_rooms",0.11,0.19,0.19,0.34,0.36,0.52,0.49,0.63,0.79,0.7,0.78,0.88,0.92
239,"Heizung","word","furniture_rooms",0.02,0.03,0.06,0.12,0.13,0.21,0.23,0.29,0.43,0.39,0.53,0.55,0.7
240,"Sessel","word","furniture_rooms",0.04,0.06,0.1,0.13,0.15,0.29,0.29,0.35,0.49,0.47,0.55,0.64,0.69
241,"Tür","word","furniture_rooms",0.25,0.34,0.41,0.51,0.44,0.76,0.67,0.84,0.88,0.84,0.9,0.91,0.98
242,"Sterne","word","outside",0.07,0.2,0.16,0.34,0.42,0.46,0.53,0.66,0.67,0.67,0.77,0.79,0.94
243,"Wolke","word","outside",0.04,0.05,0.06,0.26,0.29,0.34,0.33,0.52,0.61,0.55,0.65,0.76,0.86
244,"Fahne","word","outside",0.02,0.03,0.06,0.1,0.11,0.24,0.24,0.29,0.29,0.34,0.4,0.52,0.61
245,"Sandkasten","word","outside",0,0.08,0.14,0.27,0.24,0.37,0.44,0.58,0.62,0.61,0.72,0.81,0.89
246,"Schaufel","word","outside",0.08,0.2,0.23,0.34,0.34,0.57,0.58,0.65,0.7,0.71,0.83,0.83,0.91
247,"Himmel","word","outside",0.06,0.08,0.1,0.29,0.26,0.43,0.39,0.48,0.57,0.55,0.66,0.79,0.92
248,"Rutsche","word","outside",0.13,0.29,0.34,0.43,0.55,0.61,0.66,0.72,0.76,0.78,0.86,0.92,0.94
249,"Schnee","word","outside",0.18,0.23,0.24,0.31,0.39,0.46,0.47,0.67,0.7,0.61,0.72,0.9,0.89
250,"Schneemann","word","outside",0.05,0.05,0.1,0.14,0.2,0.23,0.31,0.43,0.55,0.51,0.55,0.75,0.83
251,"Regen","word","outside",0.09,0.22,0.21,0.34,0.32,0.57,0.54,0.69,0.7,0.73,0.8,0.88,0.95
252,"Stein","word","outside",0.16,0.3,0.27,0.35,0.4,0.62,0.61,0.69,0.75,0.71,0.81,0.89,0.95
253,"Dach","word","outside",0.01,0.03,0.09,0.17,0.07,0.27,0.31,0.39,0.34,0.42,0.54,0.61,0.77
254,"Straße","word","outside",0.01,0.14,0.14,0.27,0.29,0.43,0.46,0.57,0.7,0.65,0.78,0.87,0.9
255,"Sonne","word","outside",0.08,0.23,0.23,0.4,0.44,0.54,0.62,0.67,0.77,0.75,0.85,0.88,0.96
256,"Schaukel","word","outside",0.18,0.29,0.27,0.42,0.43,0.62,0.6,0.69,0.79,0.73,0.81,0.92,0.96
257,"Baum","word","outside",0.26,0.46,0.44,0.55,0.6,0.81,0.73,0.81,0.88,0.8,0.9,0.92,0.99
258,"Bahnhof","word","outside",0,0.01,0.04,0.05,0.07,0.19,0.14,0.27,0.25,0.33,0.41,0.46,0.61
259,"Wind","word","outside",0.12,0.13,0.16,0.23,0.28,0.39,0.45,0.53,0.6,0.6,0.65,0.81,0.86
260,"Teich","word","outside",0.01,0.03,0.02,0.04,0.05,0.15,0.18,0.22,0.21,0.27,0.24,0.47,0.39
261,"Autobahn","word","outside",0,0.03,0.01,0.08,0.13,0.14,0.22,0.31,0.28,0.27,0.42,0.51,0.59
262,"Hof","word","outside",0,0.03,0.05,0.01,0.05,0.13,0.08,0.17,0.2,0.24,0.28,0.33,0.38
263,"Stock","word","outside",0.07,0.14,0.1,0.26,0.29,0.39,0.43,0.53,0.64,0.54,0.73,0.76,0.85
264,"Blume","word","outside",0.28,0.39,0.39,0.44,0.64,0.72,0.72,0.76,0.83,0.82,0.89,0.92,0.95
265,"Garten","word","outside",0.07,0.13,0.16,0.27,0.25,0.42,0.4,0.55,0.62,0.61,0.73,0.82,0.89
266,"Gras","word","outside",0.06,0.08,0.09,0.22,0.15,0.38,0.42,0.49,0.62,0.57,0.67,0.73,0.84
267,"Schlauch","word","outside",0.01,0.03,0.05,0.1,0.08,0.17,0.22,0.34,0.39,0.42,0.41,0.51,0.63
268,"Leiter","word","outside",0.05,0.09,0.16,0.22,0.22,0.37,0.42,0.49,0.62,0.55,0.67,0.75,0.83
269,"Rasenmäher","word","outside",0.04,0.1,0.06,0.21,0.16,0.32,0.29,0.44,0.55,0.47,0.59,0.63,0.74
270,"Mond","word","outside",0.2,0.37,0.36,0.51,0.57,0.69,0.66,0.76,0.82,0.8,0.84,0.88,0.96
271,"Strand","word","places",0.01,0.03,0.04,0.09,0.09,0.16,0.25,0.36,0.33,0.34,0.46,0.57,0.55
272,"Kirche","word","places",0.01,0.01,0.02,0.06,0.13,0.21,0.21,0.32,0.4,0.27,0.42,0.53,0.53
273,"Zirkus","word","places",0.01,0.01,0.01,0.04,0.02,0.07,0.1,0.16,0.2,0.17,0.22,0.42,0.39
274,"Land","word","places",0,0.01,0.01,0.01,0.02,0.08,0.07,0.15,0.12,0.16,0.19,0.28,0.33
275,"Feier","word","places",0.01,0.01,0.04,0.05,0.02,0.09,0.11,0.23,0.23,0.2,0.32,0.42,0.6
276,"Picknick","word","places",0.01,0.01,0,0.04,0.01,0.09,0.07,0.18,0.16,0.2,0.19,0.33,0.43
277,"nach Hause","word","places",0.19,0.34,0.39,0.43,0.53,0.68,0.67,0.72,0.8,0.78,0.89,0.92,0.99
278,"Kindergarten","word","places",0.02,0.13,0.11,0.26,0.19,0.27,0.45,0.58,0.65,0.6,0.73,0.83,0.92
279,"Kino","word","places",0.01,0.03,0,0.01,0.02,0.05,0.05,0.12,0.08,0.16,0.14,0.22,0.23
280,"nach draußen","word","places",0.14,0.25,0.25,0.35,0.48,0.52,0.57,0.64,0.77,0.72,0.75,0.9,0.96
281,"Park","word","places",0.01,0.05,0.02,0.09,0.08,0.13,0.09,0.2,0.2,0.22,0.29,0.39,0.43
282,"Zoo","word","places",0.07,0.11,0.05,0.14,0.12,0.31,0.29,0.39,0.49,0.38,0.56,0.7,0.61
283,"Tankstelle","word","places",0.01,0.03,0.02,0.04,0.07,0.18,0.17,0.33,0.35,0.36,0.47,0.61,0.59
284,"Spielplatz","word","places",0.06,0.13,0.26,0.32,0.37,0.46,0.54,0.62,0.7,0.69,0.77,0.89,0.95
285,"Schule","word","places",0.02,0.11,0.1,0.23,0.19,0.22,0.28,0.38,0.54,0.47,0.58,0.64,0.81
286,"Supermarkt","word","places",0,0.01,0.02,0.12,0.08,0.15,0.16,0.25,0.32,0.27,0.35,0.52,0.52
287,"Wald","word","places",0.02,0.04,0.03,0.16,0.18,0.32,0.24,0.39,0.42,0.42,0.58,0.69,0.66
288,"Arbeit","word","places",0.12,0.15,0.25,0.39,0.32,0.6,0.61,0.65,0.71,0.71,0.82,0.89,0.9
289,"Stadt","word","places",0.04,0.04,0.08,0.12,0.11,0.26,0.34,0.41,0.27,0.3,0.51,0.61,0.68
290,"Bauernhof","word","places",0.01,0,0.01,0.08,0.07,0.13,0.17,0.28,0.33,0.33,0.44,0.55,0.63
291,"Tante","word","people",0.07,0.1,0.14,0.26,0.18,0.34,0.39,0.35,0.46,0.38,0.51,0.65,0.59
292,"eigener Name","word","people",0.31,0.32,0.5,0.62,0.57,0.72,0.76,0.72,0.8,0.79,0.87,0.9,0.96
293,"Freund","word","people",0.07,0.14,0.17,0.19,0.24,0.34,0.36,0.37,0.43,0.47,0.48,0.6,0.67
294,"Junge","word","people",0.11,0.11,0.21,0.27,0.35,0.51,0.48,0.59,0.68,0.56,0.74,0.89,0.87
295,"Bruder","word","people",0.02,0.1,0.06,0.06,0.13,0.25,0.25,0.38,0.34,0.35,0.49,0.54,0.58
296,"Polizei","word","people",0,0.05,0.07,0.21,0.2,0.33,0.31,0.47,0.61,0.6,0.68,0.8,0.83
297,"Briefträger","word","people",0.05,0.04,0.03,0.1,0.19,0.22,0.23,0.34,0.39,0.28,0.44,0.6,0.58
298,"Onkel","word","people",0.08,0.09,0.09,0.19,0.18,0.29,0.34,0.4,0.46,0.4,0.45,0.65,0.62
299,"Arzt","word","people",0.05,0.1,0.16,0.25,0.27,0.44,0.49,0.63,0.68,0.58,0.8,0.83,0.95
300,"Feuerwehrmann","word","people",0,0.01,0.04,0.08,0.09,0.17,0.19,0.31,0.32,0.38,0.48,0.49,0.62
301,"Krankenschwester","word","people",0,0,0,0.01,0.02,0.05,0.05,0.09,0.14,0.11,0.17,0.29,0.3
302,"Oma","word","people",0.73,0.82,0.76,0.83,0.79,0.96,0.92,0.92,0.98,0.94,0.94,1,0.98
303,"Name von Haustier","word","people",0.21,0.2,0.21,0.35,0.35,0.43,0.36,0.54,0.5,0.6,0.53,0.54,0.55
304,"Kind","word","people",0.14,0.2,0.24,0.35,0.53,0.62,0.57,0.66,0.64,0.63,0.77,0.81,0.94
305,"Schwester","word","people",0.01,0.05,0.02,0.04,0.09,0.16,0.17,0.23,0.33,0.26,0.4,0.55,0.58
306,"Papa","word","people",0.91,0.92,0.97,0.97,0.95,0.98,0.97,0.98,0.97,0.98,0.99,0.99,1
307,"Baby","word","people",0.59,0.7,0.76,0.82,0.81,0.94,0.89,0.89,0.97,0.96,0.97,0.99,1
308,"Mensch","word","people",0.02,0.05,0.06,0.08,0.11,0.16,0.19,0.28,0.25,0.3,0.37,0.44,0.67
309,"Mädchen","word","people",0.09,0.15,0.2,0.29,0.39,0.52,0.44,0.54,0.65,0.6,0.67,0.81,0.9
310,"Opa","word","people",0.66,0.73,0.74,0.83,0.76,0.91,0.9,0.89,0.93,0.92,0.97,1,0.99
311,"Frau","word","people",0.08,0.13,0.12,0.31,0.34,0.45,0.44,0.57,0.57,0.54,0.72,0.82,0.88
312,"Clown","word","people",0.06,0.05,0.04,0.08,0.14,0.22,0.21,0.31,0.39,0.35,0.44,0.55,0.53
313,"Mann","word","people",0.2,0.23,0.28,0.43,0.46,0.68,0.65,0.68,0.71,0.67,0.81,0.91,0.91
314,"Mama","word","people",1,0.99,0.98,0.99,0.95,0.99,0.99,0.98,1,0.98,0.99,1,1
315,"baden","word","games_routines",0.21,0.38,0.42,0.42,0.59,0.69,0.67,0.75,0.8,0.81,0.88,0.92,0.96
316,"Frühstück","word","games_routines",0.05,0.13,0.14,0.29,0.28,0.38,0.42,0.58,0.65,0.66,0.77,0.84,0.88
317,"schlafen gehen","word","games_routines",0.09,0.22,0.24,0.32,0.32,0.49,0.59,0.59,0.76,0.69,0.83,0.85,0.95
318,"nein","word","games_routines",0.79,0.85,0.84,0.91,0.88,0.95,0.94,0.96,0.95,0.99,0.97,0.99,1
319,"ja","word","games_routines",0.74,0.78,0.81,0.92,0.86,0.93,0.96,0.96,0.97,0.97,0.96,0.99,1
320,"tag","word","games_routines",0.25,0.29,0.25,0.38,0.39,0.66,0.56,0.6,0.7,0.65,0.68,0.79,0.86
321,"hallo","word","games_routines",0.56,0.65,0.64,0.77,0.8,0.89,0.88,0.83,0.91,0.94,0.95,0.98,0.98
322,"Mittagessen","word","games_routines",0.05,0.08,0.1,0.19,0.22,0.38,0.36,0.48,0.53,0.51,0.7,0.79,0.87
323,"danke","word","games_routines",0.53,0.54,0.59,0.68,0.65,0.84,0.81,0.81,0.88,0.91,0.94,0.96,0.98
324,"psst leise","word","games_routines",0.2,0.22,0.24,0.39,0.29,0.47,0.47,0.58,0.66,0.65,0.67,0.76,0.84
325,"einkaufen","word","games_routines",0.07,0.08,0.14,0.29,0.34,0.4,0.48,0.53,0.72,0.63,0.81,0.83,0.92
326,"tschüss","word","games_routines",0.4,0.53,0.67,0.73,0.74,0.87,0.83,0.89,0.95,0.92,0.95,0.98,1
327,"telefonieren","word","games_routines",0.05,0.14,0.11,0.26,0.22,0.41,0.46,0.54,0.65,0.69,0.74,0.74,0.88
328,"warten","word","games_routines",0.07,0.15,0.12,0.29,0.25,0.42,0.31,0.42,0.52,0.57,0.65,0.74,0.85
329,"guck guck","word","games_routines",0.44,0.54,0.57,0.69,0.62,0.74,0.75,0.73,0.83,0.72,0.75,0.79,0.86
330,"bitte","word","games_routines",0.41,0.49,0.58,0.68,0.66,0.82,0.79,0.81,0.85,0.84,0.89,0.94,0.98
331,"beißen","word","action_words",0.06,0.14,0.1,0.26,0.25,0.44,0.51,0.57,0.63,0.54,0.72,0.81,0.8
332,"schwimmen","word","action_words",0.01,0.11,0.06,0.21,0.2,0.33,0.36,0.51,0.58,0.51,0.71,0.71,0.85
333,"reiten","word","action_words",0.01,0.08,0.06,0.13,0.07,0.2,0.18,0.29,0.37,0.45,0.46,0.51,0.51
334,"springen","word","action_words",0.02,0.05,0.03,0.14,0.2,0.26,0.32,0.52,0.54,0.51,0.65,0.72,0.83
335,"wegwerfen","word","action_words",0.02,0.03,0.06,0.13,0.12,0.19,0.24,0.45,0.47,0.44,0.54,0.63,0.7
336,"bauen","word","action_words",0.11,0.18,0.25,0.35,0.44,0.56,0.62,0.69,0.72,0.76,0.78,0.88,0.91
337,"schmecken","word","action_words",0,0.04,0.04,0.14,0.06,0.26,0.27,0.28,0.43,0.44,0.54,0.65,0.71
338,"sehen","word","action_words",0.04,0.09,0.08,0.18,0.13,0.35,0.39,0.49,0.58,0.58,0.61,0.79,0.89
339,"lecken","word","action_words",0,0.06,0.02,0.14,0.08,0.19,0.24,0.36,0.37,0.42,0.48,0.6,0.68
340,"finden","word","action_words",0,0.04,0.03,0.09,0.16,0.25,0.29,0.41,0.49,0.49,0.53,0.66,0.8
341,"fangen","word","action_words",0.01,0.06,0.04,0.14,0.11,0.21,0.3,0.39,0.5,0.47,0.61,0.69,0.78
342,"kitzeln","word","action_words",0.07,0.15,0.15,0.29,0.29,0.36,0.47,0.51,0.6,0.64,0.7,0.82,0.86
343,"singen","word","action_words",0.09,0.16,0.1,0.21,0.38,0.43,0.49,0.52,0.7,0.66,0.76,0.83,0.94
344,"kriegen","word","action_words",0.01,0.04,0.03,0.06,0.08,0.18,0.14,0.2,0.34,0.33,0.39,0.45,0.63
345,"geben","word","action_words",0.06,0.1,0.1,0.25,0.25,0.38,0.41,0.54,0.64,0.51,0.67,0.79,0.88
346,"zumachen","word","action_words",0.09,0.16,0.18,0.34,0.32,0.46,0.5,0.55,0.72,0.66,0.71,0.8,0.92
347,"waschen","word","action_words",0.07,0.09,0.16,0.27,0.37,0.52,0.52,0.59,0.72,0.78,0.77,0.88,0.91
348,"lachen","word","action_words",0.02,0.06,0.1,0.16,0.17,0.27,0.38,0.45,0.6,0.57,0.66,0.81,0.84
349,"spielen","word","action_words",0.13,0.2,0.2,0.38,0.47,0.57,0.58,0.66,0.76,0.78,0.86,0.91,0.95
350,"hören","word","action_words",0.01,0.08,0.07,0.12,0.18,0.34,0.3,0.42,0.52,0.52,0.61,0.67,0.83
351,"schneiden","word","action_words",0.02,0.04,0.04,0.14,0.17,0.32,0.3,0.39,0.51,0.47,0.63,0.75,0.8
352,"arbeiten","word","action_words",0.12,0.11,0.24,0.31,0.36,0.47,0.48,0.59,0.72,0.69,0.8,0.82,0.88
353,"bleiben","word","action_words",0,0.04,0.03,0.1,0.06,0.17,0.25,0.39,0.5,0.45,0.56,0.67,0.76
354,"aufhören","word","action_words",0,0.04,0.04,0.14,0.09,0.18,0.3,0.44,0.52,0.47,0.67,0.67,0.76
355,"fahren","word","action_words",0.11,0.16,0.2,0.29,0.36,0.53,0.53,0.6,0.78,0.7,0.74,0.88,0.95
356,"pusten","word","action_words",0.08,0.11,0.11,0.29,0.31,0.41,0.4,0.51,0.61,0.63,0.69,0.8,0.85
357,"schaukeln","word","action_words",0.12,0.23,0.2,0.39,0.42,0.58,0.57,0.63,0.78,0.66,0.8,0.9,0.91
358,"reißen","word","action_words",0,0.01,0.01,0.05,0.04,0.11,0.1,0.18,0.21,0.24,0.31,0.44,0.43
359,"treten","word","action_words",0,0.04,0.02,0.13,0.11,0.17,0.25,0.34,0.45,0.37,0.53,0.62,0.77
360,"essen","word","action_words",0.25,0.32,0.3,0.45,0.56,0.71,0.7,0.72,0.85,0.82,0.91,0.9,0.96
361,"stoßen","word","action_words",0,0.01,0.01,0.05,0.04,0.09,0.08,0.18,0.27,0.2,0.34,0.48,0.41
362,"schütteln","word","action_words",0.01,0.01,0.02,0.1,0.03,0.12,0.18,0.27,0.33,0.3,0.38,0.53,0.54
363,"gern haben","word","action_words",0.01,0.03,0.02,0.16,0.07,0.14,0.2,0.25,0.29,0.35,0.41,0.61,0.65
364,"zuhören","word","action_words",0,0.01,0,0.05,0.03,0.09,0.13,0.21,0.26,0.25,0.35,0.47,0.53
365,"jagen","word","action_words",0,0.01,0,0.03,0.02,0.04,0.04,0.11,0.09,0.13,0.14,0.21,0.27
366,"anfassen","word","action_words",0.01,0.04,0.06,0.13,0.11,0.22,0.32,0.41,0.5,0.51,0.62,0.66,0.81
367,"sitzen","word","action_words",0.14,0.22,0.22,0.35,0.48,0.61,0.56,0.65,0.75,0.76,0.84,0.91,0.91
368,"machen","word","action_words",0.08,0.09,0.14,0.19,0.26,0.39,0.47,0.53,0.68,0.65,0.69,0.79,0.88
369,"öffnen","word","action_words",0.02,0.06,0.06,0.12,0.15,0.21,0.26,0.33,0.38,0.35,0.51,0.63,0.57
370,"gehen","word","action_words",0.05,0.1,0.07,0.26,0.28,0.33,0.45,0.56,0.65,0.65,0.72,0.81,0.91
371,"kochen","word","action_words",0.04,0.05,0.05,0.19,0.25,0.32,0.38,0.51,0.61,0.54,0.69,0.82,0.87
372,"zugucken","word","action_words",0.04,0.05,0.07,0.14,0.24,0.27,0.32,0.41,0.51,0.48,0.59,0.72,0.72
373,"kleckern","word","action_words",0,0.08,0.08,0.13,0.15,0.21,0.24,0.35,0.52,0.49,0.6,0.72,0.78
374,"schütten","word","action_words",0.01,0.01,0.01,0.12,0.09,0.17,0.14,0.26,0.3,0.33,0.42,0.57,0.62
375,"helfen","word","action_words",0.08,0.08,0.17,0.29,0.21,0.44,0.43,0.6,0.68,0.62,0.81,0.83,0.89
376,"tanzen","word","action_words",0.12,0.14,0.19,0.27,0.38,0.45,0.47,0.55,0.66,0.65,0.73,0.82,0.89
377,"schreiben","word","action_words",0,0.03,0.04,0.13,0.12,0.15,0.14,0.27,0.39,0.31,0.47,0.6,0.7
378,"trinken","word","action_words",0.25,0.37,0.38,0.39,0.52,0.69,0.65,0.73,0.76,0.81,0.87,0.91,0.96
379,"stellen","word","action_words",0.01,0.05,0.04,0.13,0.09,0.16,0.22,0.32,0.37,0.38,0.52,0.67,0.75
380,"kuscheln","word","action_words",0.11,0.11,0.15,0.25,0.24,0.47,0.4,0.55,0.61,0.64,0.76,0.82,0.89
381,"beeilen","word","action_words",0,0.01,0.02,0.01,0.04,0.07,0.09,0.15,0.23,0.18,0.29,0.39,0.46
382,"trocknen","word","action_words",0,0.03,0.05,0.1,0.11,0.2,0.15,0.34,0.38,0.3,0.41,0.56,0.68
383,"nehmen","word","action_words",0.01,0.05,0.06,0.17,0.18,0.24,0.36,0.44,0.5,0.42,0.55,0.71,0.83
384,"laufen","word","action_words",0.11,0.11,0.19,0.3,0.32,0.49,0.47,0.6,0.72,0.69,0.78,0.87,0.91
385,"küssen","word","action_words",0.06,0.13,0.12,0.25,0.31,0.4,0.39,0.51,0.62,0.57,0.69,0.8,0.85
386,"fallen","word","action_words",0.02,0.04,0.03,0.22,0.2,0.27,0.31,0.44,0.52,0.51,0.57,0.79,0.8
387,"kaufen","word","action_words",0.04,0.09,0.07,0.25,0.25,0.35,0.4,0.53,0.63,0.57,0.74,0.81,0.91
388,"denken","word","action_words",0,0.03,0,0,0.03,0.09,0.05,0.12,0.12,0.11,0.22,0.37,0.4
389,"teilen","word","action_words",0.01,0.03,0,0.09,0.09,0.13,0.11,0.29,0.29,0.33,0.43,0.56,0.63
390,"zeigen","word","action_words",0.01,0.08,0.05,0.16,0.13,0.23,0.29,0.41,0.48,0.49,0.62,0.71,0.75
391,"passen","word","action_words",0,0.03,0.05,0.09,0.04,0.15,0.19,0.25,0.37,0.29,0.34,0.56,0.65
392,"klatschen","word","action_words",0.04,0.1,0.09,0.23,0.23,0.39,0.4,0.44,0.6,0.56,0.73,0.76,0.85
393,"warten","word","action_words",0.07,0.1,0.12,0.21,0.22,0.28,0.26,0.42,0.52,0.45,0.61,0.72,0.77
394,"aufwachen","word","action_words",0,0.03,0.04,0.09,0.08,0.19,0.27,0.38,0.41,0.39,0.55,0.67,0.72
395,"schlafen","word","action_words",0.12,0.22,0.19,0.34,0.41,0.57,0.69,0.71,0.78,0.75,0.84,0.92,0.95
396,"malen","word","action_words",0.11,0.19,0.24,0.48,0.52,0.62,0.65,0.68,0.82,0.79,0.86,0.92,0.97
397,"zudecken","word","action_words",0.01,0.06,0.04,0.19,0.15,0.35,0.34,0.42,0.59,0.56,0.67,0.8,0.86
398,"wischen","word","action_words",0.04,0.03,0.05,0.14,0.12,0.19,0.25,0.38,0.42,0.38,0.58,0.61,0.72
399,"spritzen","word","action_words",0,0.01,0.02,0.1,0.09,0.15,0.2,0.33,0.43,0.28,0.53,0.54,0.72
400,"stehen","word","action_words",0.05,0.08,0.06,0.16,0.12,0.28,0.27,0.48,0.49,0.42,0.55,0.71,0.78
401,"verstecken","word","action_words",0.01,0.05,0.06,0.18,0.19,0.27,0.35,0.43,0.62,0.53,0.68,0.75,0.86
402,"zeichnen","word","action_words",0,0.01,0.02,0,0.02,0.06,0.03,0.12,0.14,0.12,0.17,0.28,0.34
403,"halten","word","action_words",0.01,0.03,0.01,0.12,0.08,0.19,0.26,0.34,0.49,0.39,0.46,0.63,0.76
404,"hauen","word","action_words",0.02,0.13,0.08,0.27,0.15,0.33,0.39,0.51,0.61,0.56,0.75,0.79,0.87
405,"tanken","word","action_words",0.01,0.04,0.03,0.05,0.13,0.22,0.17,0.35,0.37,0.36,0.52,0.61,0.65
406,"lesen","word","action_words",0.04,0.06,0.12,0.23,0.24,0.44,0.4,0.45,0.64,0.53,0.71,0.8,0.87
407,"schmeißen","word","action_words",0,0.06,0.05,0.17,0.12,0.29,0.26,0.4,0.46,0.44,0.6,0.67,0.73
408,"kaputt machen","word","action_words",0.06,0.08,0.17,0.26,0.21,0.38,0.48,0.6,0.65,0.71,0.75,0.87,0.91
409,"bringen","word","action_words",0.01,0.08,0.06,0.1,0.11,0.27,0.23,0.42,0.48,0.44,0.58,0.67,0.72
410,"reden","word","action_words",0,0.03,0.03,0.05,0.04,0.14,0.16,0.23,0.32,0.3,0.44,0.55,0.58
411,"sagen","word","action_words",0.02,0.05,0.02,0.06,0.08,0.21,0.2,0.38,0.48,0.36,0.54,0.66,0.72
412,"schlagen","word","action_words",0,0.03,0,0.03,0.02,0.08,0.06,0.25,0.25,0.27,0.39,0.45,0.52
413,"füttern","word","action_words",0.02,0.05,0.05,0.18,0.13,0.2,0.25,0.34,0.5,0.47,0.68,0.71,0.77
414,"tragen","word","action_words",0.01,0.04,0.06,0.17,0.12,0.26,0.28,0.42,0.46,0.45,0.55,0.64,0.75
415,"werfen","word","action_words",0.02,0.03,0.05,0.14,0.13,0.27,0.25,0.43,0.48,0.47,0.6,0.7,0.78
416,"fertig machen","word","action_words",0,0,0.01,0.05,0.04,0.12,0.13,0.18,0.35,0.29,0.32,0.49,0.6
417,"gucken","word","action_words",0.13,0.28,0.24,0.32,0.4,0.54,0.51,0.6,0.66,0.62,0.65,0.79,0.81
418,"heile machen","word","action_words",0.04,0.05,0.1,0.16,0.16,0.35,0.39,0.51,0.52,0.55,0.58,0.72,0.82
419,"sauber machen","word","action_words",0.08,0.09,0.14,0.25,0.26,0.41,0.47,0.61,0.72,0.64,0.73,0.88,0.89
420,"klettern","word","action_words",0.02,0.05,0.07,0.17,0.16,0.29,0.33,0.38,0.49,0.47,0.62,0.71,0.84
421,"spazieren gehen","word","action_words",0.01,0.05,0.05,0.18,0.16,0.26,0.22,0.39,0.41,0.39,0.6,0.65,0.71
422,"rutschen","word","action_words",0.12,0.14,0.21,0.32,0.43,0.54,0.52,0.65,0.75,0.72,0.82,0.9,0.94
423,"aufheben","word","action_words",0.05,0.03,0.04,0.14,0.12,0.26,0.27,0.4,0.49,0.49,0.66,0.75,0.8
424,"haben","word","action_words",0.24,0.3,0.27,0.39,0.4,0.57,0.59,0.64,0.7,0.7,0.77,0.85,0.92
425,"weinen","word","action_words",0.06,0.13,0.16,0.29,0.26,0.42,0.48,0.56,0.7,0.69,0.73,0.83,0.87
